회사ID,연매출액,년도,월,월별_연금보험료,월별_직원수
146437,2466068,2016,9,6013540,25
152554,2197431,2016,10,3410400,13
323565,857069,2018,3,1779800,10
306020,6799995,2017,2,3386080,16
178376,1768278,2018,5,2867760,11
155067,3640076,2016,7,2569560,20
276261,5657266,2016,1,343520,3
416543,136263,2016,12,648000,3
186541,2565769,2016,10,2167180,8
325512,1200533,2016,7,1132880,7
482961,430539,2018,4,705220,5
135668,20471120,2019,2,10510740,37
309688,3461451,2018,2,2269860,13
229188,8568769,2018,8,2757480,12
166200,8595888,2018,11,3822060,15
329222,6637819,2016,6,1774160,9
294962,6476310,2015,12,16145260,113
80910,1116715,2018,11,786500,5
447400,1602546,2018,6,2323280,12
145900,4469813,2016,6,4269260,25
407423,2526448,2017,9,8160080,22
227538,3617655,2018,11,2246180,10
331827,947274,2018,8,1117160,4
193783,3739910,2017,10,1685140,7
511799,2468477,2015,12,4759000,23
512308,3562376,2018,6,4441860,15
421450,9600000,2018,7,10567200,29
475548,3781943,2016,12,3950840,14
129828,102463309,2017,3,34698220,123
139716,3654265,2016,6,8586900,42
570399,313858,2018,5,461060,3
240979,8752655,2018,6,3527540,15
287201,151365,2016,9,388600,4
313845,1801070,2018,2,1274920,8
310585,6971360,2016,11,1835340,12
47306,345228,2019,6,1279800,7
428380,1922348,2016,4,3031240,13
132841,19084666,2017,8,18878100,73
348002,3101754,2018,9,460340,4
165502,1304418,2017,11,3779500,14
431315,10310196,2017,4,1667780,8
373070,1180727,2016,2,328300,3
471513,2783322,2017,11,8008860,48
301826,15970336,2016,5,5214340,22
143696,9017021,2017,4,9867800,33
182881,17435050,2018,4,2327740,10
485420,101852,2016,3,382860,4
413192,1310322,2016,10,1266640,8
133431,42682320,2018,9,12288940,41
494369,884650,2018,6,941660,7
411686,2975204,2015,11,2454620,11
129310,39730298,2015,12,29955880,134
507862,685044,2016,2,978380,5
134575,16492369,2019,7,16597880,59
176671,1807484,2016,6,2051960,10
142958,14985062,2015,11,7360080,28
241061,9997673,2018,4,2633080,11
314286,7118577,2018,11,3892920,13
305234,45693479,2018,2,4889640,19
139922,32694378,2015,11,8596660,42
192817,2021218,2018,11,2117420,7
263766,1217966,2018,4,1001500,5
132219,25679540,2016,4,23996040,86
354310,1163448,2018,5,907540,5
427380,4553840,2016,9,4189240,22
137784,9970723,2016,5,10177060,44
404425,7978936,2018,9,19572860,77
443456,3155060,2016,11,7017720,24
410366,10552635,2018,3,2135300,8
153853,13615397,2016,5,4051660,22
141220,48322358,2016,4,8278720,36
442307,2663055,2016,5,8964360,35
301638,17439156,2018,5,8367960,27
134911,15376615,2017,5,12108300,55
238002,9490847,2017,10,3429560,16
367217,4712196,2016,3,475720,3
274591,2459918,2018,4,1010600,6
160814,3420969,2017,8,4068640,16
460097,393925,2016,12,1019500,4
314339,41942016,2018,5,4384960,13
430427,708652,2016,1,2536920,8
166200,8595888,2018,5,3657300,15
388026,1586308,2018,7,677940,8
162493,1738286,2016,4,1410180,5
311024,18756214,2018,8,3598160,14
325895,19746600,2016,8,1568680,6
214265,1425037,2016,12,671840,4
331058,4084103,2016,12,830140,4
129377,53672662,2018,4,42474880,123
237104,3877037,2015,12,5777580,21
231576,29894307,2017,4,27517520,78
279620,705913,2018,4,454860,4
443065,3158394,2016,10,5215140,27
457576,911339,2017,3,1380060,6
262496,2346000,2016,5,1470420,4
327349,6944052,2018,6,1558080,6
444571,1279992,2016,2,3259280,22
232834,65805849,2017,12,10841140,33
438057,2911556,2015,11,820440,3
172760,16524374,2017,10,1567960,7
472892,1388978,2018,12,5995420,27
244964,192316,2016,4,461520,4
174453,2832676,2016,1,2704640,10
524379,12455151,2018,12,17656580,84
231499,42748050,2016,6,15476140,56
241053,2304277,2018,2,1315760,9
77679,501100,2018,6,873000,5
332210,5200398,2016,4,1233420,7
308275,15326606,2018,12,3461420,17
264331,723643,2016,5,915640,4
188669,2536271,2018,3,1983560,8
145488,3865796,2018,1,4731720,30
238454,2387903,2018,4,2165080,16
389872,4400158,2017,10,2280920,7
323107,8996893,2018,10,2033980,10
105360,198976,2018,3,277000,3
316535,9173661,2016,5,2654080,9
182835,7401350,2018,6,1881960,10
340499,2146524,2018,12,668480,5
515837,490090,2016,5,527920,4
139676,16822243,2017,1,8107600,37
252397,8871764,2017,10,1561760,9
301153,13721286,2016,8,8521120,27
210382,2638825,2016,7,623860,3
434921,1582241,2018,5,1176820,5
146437,2466068,2016,10,5895560,25
136290,13255101,2018,7,16734320,54
271088,654490,2018,5,1078180,5
434921,1469097,2016,12,978640,4
363283,1333803,2015,11,589480,4
8208,4151961,2019,2,14230980,39
264069,788452,2016,5,452420,3
1021039,10011137,2018,1,650400,3
436614,6288274,2018,3,1031120,3
321222,681025,2016,2,1096860,8
213241,893450,2016,6,441260,4
126196,3091250,2018,2,747700,3
206215,3019711,2016,10,433700,3
155754,36584256,2015,11,4154780,20
429289,18224673,2017,4,2078440,8
397324,688393,2018,2,1491640,13
264568,953437,2017,1,780180,6
220769,255671,2016,5,879540,4
138820,1677179,2018,3,11483580,42
264808,435609,2018,4,639880,4
179333,552895,2016,4,1454400,10
309389,2934095,2018,2,2918120,17
142898,15398134,2016,12,5584120,33
302850,18221960,2016,10,6023900,21
131485,38587178,2018,5,21236300,93
446061,977710,2018,9,2974000,18
252397,8539887,2018,9,1042740,5
411214,365741,2016,7,1326140,9
133951,90702620,2016,12,19115040,64
49311,600026,2018,12,1834740,5
124595,161530,2016,7,319640,6
173808,10311592,2017,1,2196040,10
290310,1589900,2018,8,1013400,3
159532,8063894,2016,4,3811360,15
167212,1551708,2018,10,1645180,7
404542,6760415,2015,12,5566360,46
247750,628511,2016,11,1756060,7
192563,736382,2016,9,1027080,7
135894,12290222,2017,7,14393900,55
361568,655578,2016,11,760920,4
58713,493285,2018,7,1331640,6
133756,22376701,2018,3,17554880,68
375542,915035,2016,9,572380,3
325517,3446651,2018,11,2783680,8
383250,25761987,2016,2,5599800,25
126664,353839107,2018,7,285948920,838
269708,416940,2016,6,915620,6
195113,812429,2016,4,783080,6
203943,435370,2018,11,1163400,5
206965,6980500,2018,4,961200,3
174691,9701455,2018,7,4100200,11
131440,28858430,2018,9,25014080,92
397037,1554759,2016,6,2317500,14
367217,3728147,2018,5,807820,4
265937,4726236,2016,7,595520,4
262496,2346000,2016,9,1393000,4
128149,21189388,2016,8,40997400,181
485685,386335,2018,3,686060,5
131723,58105359,2017,9,14897120,68
128264,45787106,2016,9,52069320,191
134659,9517130,2015,11,11419640,61
198077,2088494,2016,6,1783600,7
143260,5995329,2016,5,5272820,21
157929,4065112,2016,9,3362160,16
448656,1650046,2018,5,3305760,14
148141,6828380,2015,12,4276020,28
229228,2146989,2016,1,1494340,7
337073,1023918,2017,6,1874320,6
133739,42799181,2017,3,17544780,68
302639,11612496,2018,2,2239140,11
194646,2510474,2016,6,1105000,6
440592,28536023,2018,6,23773320,101
242011,4619101,2017,4,1457180,11
239359,9539897,2018,6,2974740,10
241101,23076683,2016,6,2747400,10
151209,3890649,2018,8,6240480,21
445165,17365354,2016,5,3358340,13
127669,197184928,2018,5,78132920,270
427908,2569300,2016,4,1228820,6
515632,208343,2015,12,442700,4
165611,4217802,2017,3,2464680,9
274656,2489595,2018,3,1264480,6
332987,901178,2016,2,610540,3
146639,7765457,2017,8,6321400,28
301484,94940285,2015,12,5437960,27
381102,5954050,2016,7,39411820,203
142958,20537345,2016,4,7724580,30
456224,1749339,2018,8,758240,5
237998,7079835,2017,11,4847640,19
155294,6865147,2016,2,4118860,18
10881,16766074,2018,9,4761660,24
355895,2153501,2016,11,1154780,4
456204,546454,2015,12,1276160,6
344235,8889260,2016,6,741400,4
147237,6949775,2016,7,3008480,16
63805,397135,2018,8,1304240,6
423044,3809389,2017,11,2793820,11
403504,98900545,2015,12,74946740,259
310835,12798504,2016,1,4751500,16
480871,2117357,2016,10,1115800,6
150043,6105793,2016,5,4390420,21
146381,739222,2018,11,2693560,10
412687,280300,2018,9,1623200,8
404194,32198286,2015,11,21690040,90
309426,7204065,2018,1,1638720,15
476962,656930,2016,6,1986180,10
125958,14633931,2016,4,3569460,15
156294,1276535,2016,3,3732860,18
328902,4407945,2018,1,1272120,5
214566,3428158,2016,12,435760,4
149706,3533091,2016,1,6454280,24
140269,19656172,2016,3,9159500,40
130899,38599622,2015,11,16658380,81
511549,1015755,2018,12,3710400,16
155736,2195094,2016,8,3632000,16
635082,36069908,2018,1,29336740,139
438057,2849643,2018,7,869120,3
318919,21845223,2017,7,2281640,9
177237,2126606,2017,5,1936740,10
147237,7958154,2018,9,5017220,23
453931,831737,2018,2,1959720,6
334220,1544572,2016,9,487960,5
198013,1131801,2018,4,814940,5
445254,4461129,2015,11,2833780,17
471095,3371855,2016,6,9958480,74
126641,296190099,2018,9,146719240,487
133175,22422579,2017,1,17637620,70
138517,7634334,2018,5,9829940,40
311939,3985698,2017,11,1587600,6
132864,17107910,2016,2,16626720,73
207592,750555,2016,10,1452760,5
132457,11903350,2017,2,15809440,63
133041,4727235,2018,2,11902340,58
513778,1141205,2016,1,708620,7
134659,9192046,2017,7,12628660,63
336345,3575236,2016,3,751680,3
243797,2819731,2017,11,2642080,12
294790,31899173,2017,4,37934580,155
443029,1432357,2016,2,7931420,29
389254,491291,2016,4,708020,4
214671,1779522,2016,10,851300,3
140522,4985988,2016,8,9660240,33
244489,11179278,2017,1,2807240,11
310033,24843419,2018,3,3751480,16
198490,1841377,2017,4,1121200,6
102,742658938,2018,6,169826560,725
243953,2152690,2016,7,1319560,11
247077,4367945,2016,10,2425280,10
405388,2590818,2016,3,11909400,46
442467,2965279,2016,11,6407560,31
440982,10403732,2016,4,17458520,67
172296,2968825,2018,2,2500160,12
451514,4497093,2017,6,2803200,12
244226,6588615,2018,4,2909020,13
158148,4190706,2016,1,1922300,6
250858,2607981,2016,8,631680,5
159190,10516731,2018,4,2890680,15
131635,24156770,2016,4,21687880,89
507625,5417249,2017,9,6060260,29
444412,729506,2016,4,3021820,24
148106,18821505,2018,11,7277240,29
156945,1299280,2016,11,1822120,8
387863,2737643,2015,11,1660200,7
366335,1523222,2016,8,430800,4
427879,5994962,2017,10,3790660,17
243108,6363262,2017,8,2448320,11
191982,3083406,2017,12,1257360,6
322501,5540668,2018,9,1353560,7
93486,2920358,2018,2,1347300,4
266458,758491,2016,11,648000,6
244133,7985094,2018,11,3544100,14
288480,1102315,2016,2,681100,4
198077,2632051,2018,6,1923900,7
404542,6760415,2015,11,5569960,46
303781,20343119,2016,1,3491140,17
467273,477400,2018,8,1000320,4
316311,2917458,2018,11,1809060,10
78784,3351753,2018,10,1262040,5
213842,9782932,2017,7,401920,3
263195,516949,2016,10,744460,6
389155,8602916,2018,6,1151360,6
256469,2289238,2018,5,1789560,8
139975,6148275,2016,11,8085960,40
407423,2526448,2017,4,7880540,23
178953,23296078,2016,11,3722020,11
548930,1128804,2018,5,1424580,5
134274,374317,2018,1,6002340,32
207324,2237253,2018,10,789820,4
436536,1568680,2017,8,1311640,4
165502,1280529,2018,3,3555400,14
152940,8503263,2016,8,3820900,21
429378,33447201,2018,1,1048220,3
252112,2614503,2018,1,914560,7
395880,1241431,2018,6,3399060,18
311128,10364120,2016,11,1993460,12
161987,1560449,2016,10,3387840,13
124181,1884775,2018,10,1323780,6
299200,17631091,2018,8,8551540,33
189485,689560,2016,3,1551580,9
426180,44355827,2018,8,444680,3
319273,4081272,2016,3,1210500,8
430427,708652,2016,3,2536920,8
405759,7710808,2017,12,10053140,35
131114,30060707,2016,6,23904020,96
284473,551588,2018,2,405620,3
246967,1160434,2016,11,1190540,11
231703,104639174,2016,6,19984920,60
230741,825113,2018,11,757680,5
53805,326457,2018,4,772100,6
474394,2399949,2018,8,5442480,19
137889,23490755,2018,1,2205360,7
228228,2383717,2018,8,8415200,32
328567,1353092,2017,5,1326680,7
155075,2804740,2015,11,2609300,17
132029,3166735,2018,11,12062140,39
199864,1477670,2016,4,1070340,7
442173,272500,2015,12,7517540,29
102709,752869,2018,9,537280,3
148233,5173542,2018,5,5988080,25
196559,706272,2016,12,1280880,5
405936,10179716,2016,8,7948820,31
336345,3575236,2016,9,1021680,5
288035,612653,2016,1,641320,4
125197,792737,2016,1,576720,4
149640,3059494,2016,8,3707020,21
277195,1498387,2016,5,780020,3
140923,6437863,2018,8,9358560,40
454231,949288,2016,1,1291300,6
382160,13810273,2017,12,14365700,49
226127,2416543,2018,6,738000,3
231625,20978224,2017,7,29936640,80
322129,5253388,2015,11,2656580,10
475556,848372,2017,12,1424840,9
242284,7409567,2015,12,2318160,13
315359,47746741,2017,1,1976260,11
169374,6322430,2017,12,2855820,11
326648,1388057,2016,1,519640,4
404627,3998781,2017,6,11117580,46
256930,1379697,2018,8,1040760,5
366335,1168938,2018,7,487980,4
147998,5766765,2018,1,9125060,25
232159,35051693,2018,9,16808720,54
342255,200313,2018,12,1086300,5
129895,12460487,2017,12,24654900,120
235150,4036575,2015,12,2036400,13
373322,1130277,2016,2,350800,3
170035,10028705,2018,1,2357340,10
161364,2380657,2018,8,2929660,10
550603,416881,2018,11,754200,3
236583,6372393,2017,9,3430720,17
164169,2135718,2018,1,2080760,10
403470,30071287,2016,1,20051960,76
197277,1914066,2018,3,1828320,7
175728,7133264,2016,7,1870080,7
15167,6939540,2018,11,5375320,20
219981,455451,2016,12,434140,4
471236,2205298,2016,3,5896940,41
152962,4022431,2016,12,5329200,20
239455,2037345,2016,10,2687420,16
35270,661000,2018,9,2022960,7
239452,5700743,2016,9,1937660,10
254150,684942,2016,7,519120,4
228485,2037000,2018,3,5699560,22
446203,10381744,2018,2,4098900,16
159348,9819272,2016,3,3987860,19
322791,730392,2018,11,1526640,8
635082,36069908,2018,8,50396160,253
270460,7670000,2019,5,1958660,9
185985,800700,2018,7,1312020,5
195113,812429,2016,10,967940,7
482770,246636,2018,1,927340,6
363731,266872,2017,7,568260,4
313725,10157256,2015,11,1873700,10
195885,1158035,2018,2,1020300,6
298157,9935203,2018,10,5787560,35
213211,1906906,2017,8,590720,4
236991,8330757,2017,5,3032580,14
168416,2593103,2016,12,2741760,10
141095,30438345,2017,1,7948120,33
263471,5286692,2016,3,576700,3
123464,1853170,2016,7,1916940,10
330801,850000,2017,11,773180,3
274075,2683696,2018,4,1661760,6
256445,126478,2019,12,480320,5
139359,64296242,2016,12,11106340,40
381261,5671500,2018,2,12336400,102
275691,683023,2015,11,630000,4
299200,17631091,2018,4,9103380,36
406912,674934,2018,10,3486320,11
471671,3757039,2018,3,8130340,55
451237,3566294,2016,11,1880540,8
404867,7473755,2018,1,13039380,50
173856,1682284,2016,7,1974300,7
203134,319953,2018,9,697280,6
155754,36961728,2017,9,3441440,15
334256,2533274,2018,11,2714000,9
248177,1542393,2016,10,1783840,10
171040,3315641,2016,11,2218480,10
443164,756289,2017,7,1860620,22
476129,436184,2016,6,2997220,13
161795,4159199,2018,8,2654040,13
266692,4807499,2016,9,1413800,7
265240,1097563,2016,5,599020,3
348400,2333748,2016,7,877480,3
122968,31514468,2018,4,14717700,70
273435,372025,2016,11,462920,4
405710,2314971,2018,10,5315760,41
396176,9480542,2018,4,4010860,19
233931,13127354,2017,12,5557140,23
406993,1922933,2018,3,4319960,17
306768,10637771,2017,6,2755940,10
324894,16475742,2016,6,1513420,7
199864,1409955,2018,3,903920,6
228993,2658861,2016,10,2822380,11
470702,9529730,2017,7,10099140,89
127511,384155115,2017,10,94418260,277
175134,3400487,2016,1,1430620,7
229495,760988,2016,6,1697820,9
283448,1060141,2016,2,309580,3
150372,5609669,2016,5,6980020,25
403777,18797000,2017,6,34380480,132
311128,10364120,2016,6,1924160,12
161381,585376,2018,10,4021680,15
126814,399262755,2016,1,119412840,531
278836,608112,2018,9,315540,3
248936,7532984,2018,8,2010760,7
210623,732774,2016,2,852380,5
298157,9935203,2018,3,7025280,41
475184,1416329,2015,12,2522240,18
137536,12365477,2017,12,8472820,41
466886,111109,2016,5,620340,4
186362,1678166,2017,6,1960160,7
271386,1164710,2018,10,695600,5
475595,1151340,2016,10,3183920,13
332380,2144819,2016,10,2207680,8
450698,1238409,2018,8,2424040,11
346497,4366235,2018,6,624500,4
137536,12365477,2017,9,8545260,41
269034,5138717,2018,1,1094120,4
533872,861118,2018,7,405000,3
245737,3080295,2016,11,2600680,10
13481,44335910,2018,2,3553460,19
246033,9200408,2016,9,1789980,9
382565,38525268,2017,12,10738260,44
192563,736382,2016,5,1170240,8
405388,2629360,2017,7,8609080,33
130756,16664338,2018,11,11987400,76
406285,10338446,2018,11,5988760,28
117569,9128555,2018,4,657340,3
137536,12365477,2017,3,8455460,43
172833,241881,2016,4,1286860,12
68826,245634,2018,9,522000,4
503092,44237932,2015,11,96469840,471
134575,15554462,2017,9,13860340,58
191917,4870911,2018,9,2143520,8
206024,314591,2016,6,1318940,6
407414,7087354,2016,10,6496300,23
133348,14750574,2016,4,13980120,74
406285,10338446,2018,4,6225040,30
312924,12108563,2018,12,3426820,12
58646,838080,2018,8,1222800,7
200683,6304447,2018,6,2016420,7
341097,4198247,2018,12,1005120,4
255943,1020918,2015,11,982700,9
238192,921500,2016,5,1150200,12
204337,848876,2016,2,1183760,6
177912,1008773,2017,2,2682420,10
231432,15413475,2016,8,8541100,30
164998,2172292,2017,1,2803460,13
387300,960828,2016,6,762740,9
167935,373347,2016,4,506860,3
466419,1056155,2016,9,638620,4
326945,5346755,2017,12,1762980,6
135668,17153956,2015,11,6889800,28
102546,937826,2018,5,449640,3
469918,7932853,2016,7,24893640,151
236009,13032176,2017,9,2230620,13
172833,241881,2016,11,1209720,11
134428,20842109,2018,10,14909700,47
420573,30993666,2017,2,28112320,76
308586,4249847,2017,2,2526720,14
155621,4286668,2016,4,4375000,19
236583,5230171,2015,12,3427500,17
218505,731167,2016,7,874240,4
440592,20286550,2017,1,16003900,70
131397,31029936,2016,2,22085620,82
329095,12505071,2016,6,998180,5
341195,1217910,2017,10,980440,5
155358,9134411,2018,8,4373860,19
137732,13540523,2016,5,11213880,45
476962,1157263,2018,7,2788720,12
397037,1554759,2016,2,1579500,10
131440,26330782,2017,9,19891440,79
165763,4241641,2017,7,3442360,11
203134,168940,2015,12,605200,5
212522,322054,2018,3,904100,4
442705,4214743,2018,3,8543140,29
140043,6195633,2018,6,9846360,42
429710,3388094,2017,9,1397060,4
123219,3699796,2018,8,2856200,13
143259,5317913,2017,12,7116260,35
233548,11223182,2017,12,4865640,25
311948,7220674,2018,12,3172340,13
226127,2416543,2018,11,795300,3
442908,3023238,2016,10,6616040,27
147998,5766765,2018,10,7646820,20
132598,17050723,2016,12,14532800,74
334220,1544572,2016,12,559960,6
121823,1261716,2018,2,396000,3
431973,1140555,2017,12,772260,5
497174,7049260,2018,6,3512920,13
135061,38401420,2017,8,12922080,53
345678,2026752,2018,6,1027060,6
261973,2101459,2016,2,737520,3
178376,2119877,2016,4,1649040,7
133517,16077712,2016,11,14222620,65
151687,8324941,2017,1,5898840,21
339594,3623067,2016,5,1099600,6
473907,4498034,2017,1,4313740,22
205672,3403114,2016,6,1627720,6
180465,4566834,2016,6,2481100,9
268745,664848,2016,10,528720,5
151987,2476056,2018,9,5951600,22
241207,4688696,2016,9,2878780,15
515264,1489321,2016,1,785860,5
148368,17930005,2015,12,6338380,23
126196,3091250,2018,8,756440,3
151285,2240733,2016,6,3194160,21
184083,1979674,2018,2,2878260,10
298434,5903307,2016,9,7392180,36
243108,2228448,2018,8,1405420,7
446220,845891,2018,12,3819120,16
155075,1989834,2018,12,1808940,11
170035,7178302,2016,9,2679760,12
141371,5840287,2016,10,6573600,31
363639,10263459,2016,8,1420100,4
73475,1448257,2018,4,1424860,5
314665,1454298,2018,9,2694640,14
297130,5489400,2017,8,8380280,46
420573,31183173,2018,1,28058300,75
234300,12123087,2016,11,9465260,29
273973,941507,2016,6,943540,4
156618,4153305,2017,9,3597880,16
232214,28389197,2016,10,10479180,38
420076,158816977,2016,1,67790480,294
287201,151365,2016,6,388600,4
329065,1891904,2018,5,1847500,9
507718,15964014,2017,7,5819440,26
357485,4441183,2017,9,925460,4
148106,18821505,2018,4,5530460,23
288475,2138856,2017,2,604520,3
